 vacas_prenadas_calcular2025-01-11 10:25:43,347 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,937 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,939 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,941 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,943 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,944 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,946 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,948 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,950 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,952 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,953 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,955 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,957 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,959 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,960 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,962 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,964 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,966 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,968 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,969 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,971 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,972 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,974 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,976 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,977 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,979 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,981 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,983 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,984 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,986 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,988 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,989 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,991 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,993 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,994 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,996 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:28,998 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,000 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,002 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,003 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,005 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,007 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,008 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,010 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,012 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,013 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,015 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,017 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,018 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,020 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,021 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,023 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,024 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,026 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,028 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,029 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,030 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,032 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,033 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,035 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,036 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,038 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,039 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,041 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,043 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,045 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,046 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,048 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,049 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,051 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,052 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,054 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,056 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,057 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,059 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,060 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,062 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,063 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,065 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,067 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:29,068 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:16:37,797 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2028-01-01 
2025-01-12 15:16:37,803 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2026-01-06 
2025-01-12 15:16:37,813 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2027-01-03 
2025-01-12 15:16:37,818 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-07 
2025-01-12 15:16:37,827 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-16 
2025-01-12 15:16:37,833 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-29 
2025-01-12 15:16:37,840 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-22 
2025-01-12 15:16:37,848 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-24 
2025-01-12 15:16:37,853 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-04 
2025-01-12 15:16:37,863 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-30 
2025-01-12 15:16:37,867 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-12-31 
2025-01-12 15:16:43,807 - Lib.funcion_IEP_por_raza - INFO - Funcion IEP_por_raza
2025-01-12 15:18:07,339 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2028-01-01 
2025-01-12 15:18:07,344 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2026-01-06 
2025-01-12 15:18:07,348 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2027-01-03 
2025-01-12 15:18:07,354 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-07 
2025-01-12 15:18:07,359 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-16 
2025-01-12 15:18:07,363 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-29 
2025-01-12 15:18:07,366 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-22 
2025-01-12 15:18:07,373 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-24 
2025-01-12 15:18:07,379 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-04 
2025-01-12 15:18:07,385 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-30 
2025-01-12 15:18:07,393 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-12-31 
2025-01-12 15:18:11,065 - Lib.funcion_IEP_por_raza - INFO - Funcion IEP_por_raza
2025-01-12 15:20:49,797 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2028-01-01 
2025-01-12 15:20:49,800 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2026-01-06 
2025-01-12 15:20:49,804 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2027-01-03 
2025-01-12 15:20:49,811 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-07 
2025-01-12 15:20:49,815 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-16 
2025-01-12 15:20:49,818 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-29 
2025-01-12 15:20:49,822 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-22 
2025-01-12 15:20:49,828 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-01-24 
2025-01-12 15:20:49,832 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-04 
2025-01-12 15:20:49,835 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2030-12-30 
2025-01-12 15:20:49,840 - routes.Prod_leche - INFO - Funcion Edad_Sacrificio_Lecheras 2031-12-31 
2025-01-12 15:20:53,651 - Lib.funcion_IEP_por_raza - INFO - Funcion IEP_por_raza
2025-01-12 15:21:33,598 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,600 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,602 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,604 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,606 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,608 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,610 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,611 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,613 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,614 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,617 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,619 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,620 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,622 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,623 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,625 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,627 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,629 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,630 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,633 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,634 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,636 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,638 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,640 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,641 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,643 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,645 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,646 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,649 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,651 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,652 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,654 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,656 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,658 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,659 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,661 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,663 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,665 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,667 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,669 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,671 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,673 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,675 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,677 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,679 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,681 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,683 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,685 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,686 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,688 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,690 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,692 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,694 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,695 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,697 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,699 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,701 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,703 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,704 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,706 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,707 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,709 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,711 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,713 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,714 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,716 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,718 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,720 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,722 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,723 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,725 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,727 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,729 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,731 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,733 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,734 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,736 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,738 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,740 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,741 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,743 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,745 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,747 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,749 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,751 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,752 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,754 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,757 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,759 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,761 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,763 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,765 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,767 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:21:33,769 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:04,992 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:04,994 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:04,997 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:04,999 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,001 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,002 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,004 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,006 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,008 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,010 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,013 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,015 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,017 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,019 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,021 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,022 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,025 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,027 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,030 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,033 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,036 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,038 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,040 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,042 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,044 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,049 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,051 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,053 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,056 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,058 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,061 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,065 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,068 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,072 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,074 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,079 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,083 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,086 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,088 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,091 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,093 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,096 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,099 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,102 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,104 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,106 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,108 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,110 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,115 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,118 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,120 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,122 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,123 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,125 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,128 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,131 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,134 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
2025-01-12 15:22:05,136 - Lib.actualizacion_peso - ERROR - Error Funcion actualizacion_peso: None
